#JP 070619 V2
adform.com, 183, RESELLER
appnexus.com, 7118, RESELLER
freewheel.tv, 33081, RESELLER
freewheel.tv, 33601, RESELLER
google.com, pub-8172268348509349, RESELLER, f08c47fec0942fa0
improvedigital.com, 185, RESELLER
openx.com, 539522840, RESELLER, 6a698e2ec38604c6
spotx.tv, 108933, RESELLER, 7842df1d2fe2db34
spotxchange.com, 108933, RESELLER, 7842df1d2fe2db34

#OB 260819 V1
outbrain.com, 00d92b5b630cc350c43b8d634945efe5d3, DIRECT
appnexus.com, 7597, RESELLER, f5ab79cb980f11d1
tremorhub.com, q017o-78mlk, RESELLER, 1a4e959a1b50034a
teads.tv, 15429, RESELLER, 15a9c44f6d26cbe1
advertising.com, 26154, RESELLER
spotxchange.com, 225721, RESELLER
Freewheel.tv, 741650, RESELLER
rubiconproject.com, 17130, RESELLER, 0bfd66d529a55807
lkqd.net, 450, RESELLER, 59c49fa9598a0117
openx.com, 540393169, RESELLER, 6a698e2ec38604c6
spotx.tv, 238936, RESELLER, 7842df1d2fe2db34
spotxchange.com, 238936, RESELLER, 7842df1d2fe2db34
advertising.com, 28038, RESELLER
rubiconproject.com, 19668, RESELLER, 0bfd66d529a55807

#NDM 031219 V2
appnexus.com, 2668, RESELLER, f5ab79cb980f11d1
google.com, pub-5879135606263005, RESELLER, f08c47fec0942fa0
google.com, pub-4402427756333803, RESELLER, f08c47fec0942fa0
contact=info@nextday.media
contact=http://nextday.media

#GA1 151217 V1
google.com, pub-6178953376022307, DIRECT, f08c47fec0942fa0

#GA2 151217 V1
google.com, pub-0000795715432152, DIRECT, f08c47fec0942fa0
google.com, pub-0001708620709332, DIRECT, f08c47fec0942fa0
google.com, pub-0005600891470524, DIRECT, f08c47fec0942fa0
google.com, pub-0019451730846948, DIRECT, f08c47fec0942fa0
google.com, pub-0023512356430342, DIRECT, f08c47fec0942fa0
google.com, pub-0024894476748808, DIRECT, f08c47fec0942fa0
google.com, pub-0025750071697452, DIRECT, f08c47fec0942fa0
google.com, pub-0029668326703283, DIRECT, f08c47fec0942fa0
google.com, pub-0031660502794841, DIRECT, f08c47fec0942fa0
google.com, pub-0031837894699956, DIRECT, f08c47fec0942fa0
google.com, pub-0034884675490194, DIRECT, f08c47fec0942fa0
google.com, pub-0035375570068847, DIRECT, f08c47fec0942fa0
google.com, pub-0050727545840551, DIRECT, f08c47fec0942fa0
google.com, pub-0051481172413594, DIRECT, f08c47fec0942fa0
google.com, pub-0052280198579349, DIRECT, f08c47fec0942fa0
google.com, pub-0052863408932293, DIRECT, f08c47fec0942fa0
google.com, pub-0055223128565618, DIRECT, f08c47fec0942fa0
google.com, pub-0058354507011373, DIRECT, f08c47fec0942fa0
google.com, pub-0071328955044889, DIRECT, f08c47fec0942fa0
google.com, pub-0071437773150081, DIRECT, f08c47fec0942fa0
google.com, pub-0072999044453133, DIRECT, f08c47fec0942fa0
google.com, pub-0073624502341932, DIRECT, f08c47fec0942fa0
google.com, pub-0087825652555035, DIRECT, f08c47fec0942fa0
google.com, pub-0090950959362023, DIRECT, f08c47fec0942fa0
google.com, pub-0091567039289387, DIRECT, f08c47fec0942fa0
google.com, pub-0091839081235858, DIRECT, f08c47fec0942fa0
google.com, pub-0100482832960380, DIRECT, f08c47fec0942fa0
google.com, pub-0104305633055899, DIRECT, f08c47fec0942fa0
google.com, pub-0107887496711500, DIRECT, f08c47fec0942fa0
google.com, pub-0109511921196593, DIRECT, f08c47fec0942fa0
google.com, pub-0110022630551129, DIRECT, f08c47fec0942fa0
google.com, pub-0116973826984495, DIRECT, f08c47fec0942fa0
google.com, pub-0119289603824296, DIRECT, f08c47fec0942fa0
google.com, pub-0131102347095722, DIRECT, f08c47fec0942fa0
google.com, pub-0135562640109144, DIRECT, f08c47fec0942fa0
google.com, pub-0144866547011385, DIRECT, f08c47fec0942fa0
google.com, pub-0149875394655841, DIRECT, f08c47fec0942fa0
google.com, pub-0156154106721353, DIRECT, f08c47fec0942fa0
google.com, pub-0156971455648020, DIRECT, f08c47fec0942fa0
google.com, pub-0159914343424449, DIRECT, f08c47fec0942fa0
google.com, pub-0165769640205485, DIRECT, f08c47fec0942fa0
google.com, pub-0180098878792812, DIRECT, f08c47fec0942fa0
google.com, pub-0181376987386677, DIRECT, f08c47fec0942fa0
